Record_ID,Calling_Agents,Calling_Agents_Description
289,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518673;FBDM/%7Bdensity=3.0,width=1080,height=1920%7D;FBLC/bn_IN;FBRV/0;FBCR/Jio%204G;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G610F;FBSV/8.1.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung Galaxy J7 Prime (SM-G610F)
290,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518673;FBDM/%7Bdensity=3.0,width=1080,height=1920%7D;FBLC/en_US;FBRV/288230317;FBCR/Banglalink;FBMF/OPPO;FBBD/OPPO;FBPN/com.facebook.katana;FBDV/CPH1609;FBSV/6.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316
291,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518694;FBDM/%7Bdensity=2.0,width=720,height=1404%7D;FBLC/en_US;FBRV/288168332;FBCR/Grameenphone;FBMF/vivo;FBBD/vivo;FBPN/com.facebook.katana;FBDV/vivo%201906;FBSV/9;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 316 on Vivo
292,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518694;FBDM/%7Bdensity=2.0,width=720,height=1406%7D;FBLC/bn_IN;FBRV/288728217;FBCR/airtel;FBMF/vivo;FBBD/vivo;FBPN/com.facebook.katana;FBDV/vivo%201906;FBSV/11;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 316 on Vivo
293,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518695;FBDM/%7Bdensity=3.0,width=1080,height=2128%7D;FBLC/en_GB;FBRV/288728217;FBCR/;FBMF/HUAWEI;FBBD/HUAWEI;FBPN/com.facebook.katana;FBDV/INE-LX2;FBSV/9;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 316 on Huawei
294,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518899;FBDM/%7Bdensity=2.0,width=720,height=1280%7D;FBLC/en_US;FBRV/288154009;FBCR/Robi;FBMF/OPPO;FBBD/OPPO;FBPN/com.facebook.katana;FBDV/CPH1701;FBSV/6.0.1;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316
295,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518900;FBDM/%7Bdensity=3.0,width=1080,height=1920%7D;FBLC/en_GB;FBRV/288631443;FBCR/Robi;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G610F;FBSV/6.0.1;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung Galaxy J7 Prime (SM-G610F)
296,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518909;FBDM/%7Bdensity=2.0,width=720,height=1376%7D;FBLC/en_US;FBRV/288463415;FBCR/airtel;FBMF/OPPO;FBBD/OPPO;FBPN/com.facebook.katana;FBDV/CPH2083;FBSV/9;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 316 on ARM 64
297,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518913;FBDM/%7Bdensity=3.0,width=1080,height=1920%7D;FBLC/en_US;FBRV/288728217;FBCR/Grameenphone;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Mi%20A1;FBSV/9;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 316 on ARM 64
298,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518955;FBDM/%7Bdensity=2.0,width=720,height=1406%7D;FBLC/en_US;FBRV/288230317;FBCR/Grameenphone;FBMF/vivo;FBBD/vivo;FBPN/com.facebook.katana;FBDV/vivo%201901_19;FBSV/11;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 316 on Vivo
299,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518955;FBDM/%7Bdensity=2.25,width=720,height=1445%7D;FBLC/en_US;FBRV/0;FBCR/Robi;FBMF/realme;FBBD/realme;FBPN/com.facebook.katana;FBDV/RMX2030;FBSV/10;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 316 on ARM 64
300,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518956;FBDM/%7Bdensity=2.625,width=1080,height=2131%7D;FBLC/en_GB;FBRV/288230317;FBCR/Robi-Stay%20Home;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-M315F;FBSV/11;FBOP/19;FBCA/arm64-v8a:;%5D",Facebook App 316 on Samsung SM-M315F
301,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518956;FBDM/%7Bdensity=2.75,width=1080,height=2110%7D;FBLC/en_US;FBRV/287892468;FBCR/Grameenphone;FBMF/Xiaomi;FBBD/Redmi;FBPN/com.facebook.katana;FBDV/M2003J15SC;FBSV/10;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 316 on Redmi
302,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518956;FBDM/%7Bdensity=2.75,width=1080,height=2131%7D;FBLC/en_GB;FBRV/288728217;FBCR/Grameenphone;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%20Note%207S;FBSV/10;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 316 on Redmi
303,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518956;FBDM/%7Bdensity=2.75,width=1080,height=2179%7D;FBLC/en_GB;FBRV/288154009;FBCR/Airtel-Stay%20Home;FBMF/Xiaomi;FBBD/POCO;FBPN/com.facebook.katana;FBDV/M2007J20CG;FBSV/10;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 316 on ARM 64
304,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518956;FBDM/%7Bdensity=2.75,width=1080,height=2208%7D;FBLC/en_US;FBRV/0;FBCR/Jio%204G;FBMF/vivo;FBBD/vivo;FBPN/com.facebook.katana;FBDV/V2040;FBSV/11;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 316 on Vivo
305,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518977;FBDM/%7Bdensity=1.3312501,width=800,height=1232%7D;FBLC/en_US;FBRV/289140577;FBCR/Banglalink;FBMF/HUAWEI;FBBD/HUAWEI;FBPN/com.facebook.katana;FBDV/AGS-L09;FBSV/7.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Huawei
306,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518977;FBDM/%7Bdensity=1.5,width=540,height=960%7D;FBLC/en_GB;FBRV/0;FBCR/Banglalink;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G532G;FBSV/6.0.1;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung Galaxy J2 Prime (SM-G532G)
307,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=1.75,width=720,height=1396%7D;FBLC/en_GB;FBRV/288966697;FBCR/LycaMobile%20%7C%20Lycamobile;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-J610FN;FBSV/9;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung SM-J610FN
308,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=1.75,width=720,height=1396%7D;FBLC/en_US;FBRV/288929675;FBCR/Grameenphone;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-J415F;FBSV/9;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung SM-J415F
309,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=1.75,width=720,height=1454%7D;FBLC/en_GB;FBRV/0;FBCR/WINDTRE;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-J610FN;FBSV/9;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung SM-J610FN
310,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=1.75,width=720,height=1480%7D;FBLC/en_US;FBRV/289140577;FBCR/Airtel-Stay%20Home;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-J415F;FBSV/8.1.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung SM-J415F
311,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=1344,height=720%7D;FBLC/en_GB;FBRV/289140577;FBCR/;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%20Y2;FBSV/9;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Redmi
312,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1184%7D;FBLC/en_US;FBRV/288217461;FBCR/Grameenphone;FBMF/Symphony;FBBD/Symphony;FBPN/com.facebook.katana;FBDV/Symphony%20P7%20PRO;FBSV/6.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316
313,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1208%7D;FBLC/en_GB;FBRV/289140577;FBCR/Airtel-Stay%20Home;FBMF/HUAWEI;FBBD/HUAWEI;FBPN/com.facebook.katana;FBDV/TRT-LX2;FBSV/7.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Huawei
314,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1280%7D;FBLC/en_GB;FBRV/288669427;FBCR/Grameenphone;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G600FY;FBSV/6.0.1;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung SM-G600FY
315,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1280%7D;FBLC/en_US;FBRV/0;FBCR/Grameenphone;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-J701F;FBSV/9;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung SM-J701F
316,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1280%7D;FBLC/en_US;FBRV/288557736;FBCR/Grameenphone;FBMF/OPPO;FBBD/OPPO;FBPN/com.facebook.katana;FBDV/A1601;FBSV/5.1;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Oppo F1s (A1601)
317,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1280%7D;FBLC/en_US;FBRV/289140577;FBCR/Robi;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%20Note%205A%20Prime;FBSV/7.1.2;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Redmi
318,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1344%7D;FBLC/bn_IN;FBRV/288966697;FBCR/Robi-Stay%20Home;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%206;FBSV/9;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Redmi
319,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1344%7D;FBLC/en_GB;FBRV/0;FBCR/Grameenphone;FBMF/Xiaomi;FBBD/Xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%205;FBSV/8.1.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Redmi
320,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1344%7D;FBLC/en_GB;FBRV/288154009;FBCR/Grameenphone;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%20S2;FBSV/9;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Redmi
321,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1344%7D;FBLC/en_GB;FBRV/288611584;FBCR/Vi%20India;FBMF/Xiaomi;FBBD/Xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%205;FBSV/7.1.2;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Redmi
322,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1344%7D;FBLC/en_GB;FBRV/288690097;FBCR/Grameenphone;FBMF/Xiaomi;FBBD/Xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%205;FBSV/8.1.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Redmi
323,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1344%7D;FBLC/en_GB;FBRV/289140577;FBCR/Robi;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%20S2;FBSV/9;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Redmi
324,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1344%7D;FBLC/en_US;FBRV/0;FBCR/Banglalink;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%20S2;FBSV/9;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Redmi
325,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1344%7D;FBLC/en_US;FBRV/289140577;FBCR/Grameenphone;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%20S2;FBSV/9;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Redmi
326,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1344%7D;FBLC/en_US;FBRV/289140577;FBCR/Robi;FBMF/Xiaomi;FBBD/Xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%207A;FBSV/9;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Redmi
327,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1372%7D;FBLC/bn_IN;FBRV/288956140;FBCR/Airtel-Stay%20Home;FBMF/HUAWEI;FBBD/HUAWEI;FBPN/com.facebook.katana;FBDV/AMN-LX2;FBSV/9;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Huawei
328,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1384%7D;FBLC/en_GB;FBRV/288674291;FBCR/Grameenphone;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-J600G;FBSV/9;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung SM-J600G
329,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1406%7D;FBLC/en_US;FBRV/288966697;FBCR/airtel;FBMF/vivo;FBBD/vivo;FBPN/com.facebook.katana;FBDV/vivo%201906;FBSV/11;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Vivo
330,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1422%7D;FBLC/en_GB;FBRV/288966697;FBCR/Grameenphone;FBMF/HUAWEI;FBBD/HUAWEI;FBPN/com.facebook.katana;FBDV/MRD-LX2;FBSV/9;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Huawei
331,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1424%7D;FBLC/en_US;FBRV/288859492;FBCR/Fido;FBMF/OPPO;FBBD/OPPO;FBPN/com.facebook.katana;FBDV/CPH1909;FBSV/8.1.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316
332,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1436%7D;FBLC/en_US;FBRV/288497978;FBCR/Grameenphone;FBMF/vivo;FBBD/vivo;FBPN/com.facebook.katana;FBDV/vivo%201820;FBSV/8.1.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Vivo
333,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1440%7D;FBLC/en_US;FBRV/288154009;FBCR/du;FBMF/HUAWEI;FBBD/HUAWEI;FBPN/com.facebook.katana;FBDV/DUB-LX1;FBSV/8.1.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Huawei
334,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518980;FBDM/%7Bdensity=2.0,width=720,height=1440%7D;FBLC/en_US;FBRV/288690097;FBCR/Robi;FBMF/HUAWEI;FBBD/HUAWEI;FBPN/com.facebook.katana;FBDV/DUB-LX1;FBSV/8.1.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Huawei
335,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=2.625,width=1080,height=1920%7D;FBLC/en_GB;FBRV/0;FBCR/Airtel-Stay%20Home%20%7C%20airtel;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G615F;FBSV/8.1.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung SM-G615F
336,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=2.625,width=1080,height=1920%7D;FBLC/en_GB;FBRV/288591992;FBCR/Jio%204G;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G615F;FBSV/8.1.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung SM-G615F
337,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=2.625,width=1080,height=1920%7D;FBLC/en_GB;FBRV/289140577;FBCR/SuperNet;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G611F;FBSV/9;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung SM-G611F
338,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=2.625,width=1080,height=1920%7D;FBLC/en_US;FBRV/288168332;FBCR/mobily;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-J730F;FBSV/9;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung SM-J730F
339,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=2.75,width=1080,height=2030%7D;FBLC/en_GB;FBRV/288154009;FBCR/Grameenphone;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%205%20Plus;FBSV/8.1.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Redmi
340,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=2.75,width=1080,height=2030%7D;FBLC/en_US;FBRV/0;FBCR/Grameenphone;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%20Note%205%20Pro;FBSV/8.1.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Redmi
341,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=3.0,width=1080,height=1812%7D;FBLC/en_GB;FBRV/288669427;FBCR/Grameenphone;FBMF/HUAWEI;FBBD/HUAWEI;FBPN/com.facebook.katana;FBDV/HUAWEI%20NMO-L31;FBSV/7.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Huawei
342,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=3.0,width=1080,height=1812%7D;FBLC/en_US;FBRV/0;FBCR/Grameenphone;FBMF/HUAWEI;FBBD/HUAWEI;FBPN/com.facebook.katana;FBDV/HUAWEI%20VNS-L31;FBSV/7.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Huawei
343,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=3.0,width=1080,height=1920%7D;FBLC/en_GB;FBRV/0;FBCR/Robi;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G610F;FBSV/8.1.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung Galaxy J7 Prime (SM-G610F)
344,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=3.0,width=1080,height=1920%7D;FBLC/en_GB;FBRV/288263599;FBCR/Banglalink;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G610F;FBSV/8.1.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung Galaxy J7 Prime (SM-G610F)
345,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=3.0,width=1080,height=1920%7D;FBLC/en_GB;FBRV/288777530;FBCR/Grameenphone;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G610F;FBSV/8.1.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung Galaxy J7 Prime (SM-G610F)
346,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=3.0,width=1080,height=1920%7D;FBLC/en_GB;FBRV/288929675;FBCR/Teletalk%203G;FBMF/Xiaomi;FBBD/xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%20Note%204;FBSV/7.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Redmi
347,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=3.0,width=1080,height=1920%7D;FBLC/en_GB;FBRV/288966697;FBCR/Banglalink;FBMF/Xiaomi;FBBD/Xiaomi;FBPN/com.facebook.katana;FBDV/Redmi%20Note%203;FBSV/6.0.1;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Redmi
348,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=3.0,width=1080,height=1920%7D;FBLC/en_GB;FBRV/288966697;FBCR/five;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G610F;FBSV/8.1.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung Galaxy J7 Prime (SM-G610F)
349,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=3.0,width=1080,height=1920%7D;FBLC/en_GB;FBRV/289140577;FBCR/;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SAMSUNG-SM-G930A;FBSV/8.0.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung SM-G930A
350,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=3.0,width=1080,height=1920%7D;FBLC/en_Qaau_US;FBRV/289140577;FBCR/Robi;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G610F;FBSV/8.1.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung Galaxy J7 Prime (SM-G610F)
351,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518981;FBDM/%7Bdensity=3.0,width=1080,height=1920%7D;FBLC/en_US;FBRV/288669427;FBCR/Banglalink;FBMF/OPPO;FBBD/OPPO;FBPN/com.facebook.katana;FBDV/CPH1609;FBSV/6.0;FBOP/1;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316
352,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518982;FBDM/%7Bdensity=3.375,width=1080,height=1920%7D;FBLC/en_GB;FBRV/289140577;FBCR/Airtel-Stay%20Home%20%7C%20airtel;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-G935F;FBSV/8.0.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung SM-G935F
353,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518982;FBDM/%7Bdensity=3.375,width=1080,height=1920%7D;FBLC/en_US;FBRV/288966697;FBCR/ROGERS;FBMF/samsung;FBBD/samsung;FBPN/com.facebook.katana;FBDV/SM-A520W;FBSV/8.0.0;FBOP/19;FBCA/armeabi-v7a:armeabi;%5D",Facebook App 316 on Samsung SM-A520W
354,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518987;FBDM/%7Bdensity=1.7,width=720,height=1374%7D;FBLC/en_US;FBRV/288230317;FBCR/Robi;FBMF/WALTON;FBBD/WALTON;FBPN/com.facebook.katana;FBDV/RX7%20Mini;FBSV/9;FBOP/19;FBCA/arm64-v8a:;%5D",Facebook App 316 on ARM 64
355,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518987;FBDM/%7Bdensity=2.0,width=720,height=1362%7D;FBLC/en_US;FBRV/0;FBCR/Jio%204G;FBMF/HMD%20Global;FBBD/Nokia;FBPN/com.facebook.katana;FBDV/Nokia%205.1%20Plus;FBSV/9;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 316 on Nokia
356,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518987;FBDM/%7Bdensity=2.0,width=720,height=1369%7D;FBLC/en_US;FBRV/0;FBCR/du;FBMF/asus;FBBD/asus;FBPN/com.facebook.katana;FBDV/ASUS_X01AD;FBSV/9;FBOP/19;FBCA/arm64-v8a:;%5D",Facebook App 316 on ARM 64
357,"%5BFBAN/FB4A;FBAV/316.0.0.54.116;FBBV/287518987;FBDM/%7Bdensity=2.0,width=720,height=1376%7D;FBLC/en_US;FBRV/288463415;FBCR/Virgin%20Mobile;FBMF/OPPO;FBBD/OPPO;FBPN/com.facebook.katana;FBDV/CPH2083;FBSV/9;FBOP/1;FBCA/arm64-v8a:;%5D",Facebook App 316 on ARM 64
